-7.59386	-17.5493	8.73854
-8.63587	-5.50807	22.9414
-19.0463	9.39876	20.3581
14.0259	15.7143	-12.6933
18.3228	14.9236	-4.31016
-5.37976	12.3081	-10.7858
-25.4762	-12.8456	-37.2676
-21.6746	25.7309	-8.78776
-24.8077	-17.3926	25.7755
-27.1395	-0.561075	-22.7696
-14.8827	-7.59888	-13.0385
20.1294	-12.1949	14.374
15.3339	3.06603	-20.4903
-9.27526	-14.5603	9.04634
-17.4325	-6.1408	20.1984
-18.604	-8.3879	-5.5744
29.7648	4.19457	-14.89
28.5675	23.4502	11.4067
6.23092	18.7457	-30.4897
-36.0411	16.1548	-30.5825
-21.8208	3.18459	-6.12518
7.33951	20.9977	-14.5932
-18.0371	-9.50838	14.6289
-11.5725	-14.4553	-33.0787
16.5877	-4.80731	-5.1584
-10.4145	-20.4099	-10.3137
12.1943	18.6149	10.8758
24.447	-16.4801	-6.79287
7.90434	-19.151	21.8598
6.13607	-18.6344	10.9016
3.86043	13.3092	-12.0865
7.13066	-16.4926	4.8504
17.5034	-8.21487	10.9547
5.58131	-15.5274	22.2993
4.13253	5.29719	24.9392
6.50183	-12.1197	-16.9806
12.6282	20.5767	8.67006
19.814	-16.3222	-22.507
23.6016	20.7163	-14.2353
17.0768	-24.2481	-5.97896
-27.4632	26.2736	15.0024
-9.52609	-2.22301	4.44992
-11.2122	-17.8193	9.50755
18.2265	20.2047	21.7523
13.3747	-21.6036	24.7305
-10.1659	26.3038	8.49263
-24.4958	-9.85326	-29.655
-4.11065	31.332	-14.9859
-24.0082	21.8151	-8.94187
-10.1547	-11.7889	-3.59537
-12.1772	-9.52014	-28.3441
-25.7903	-14.7018	-29.3794
29.7527	-22.9267	-16.3106
8.14403	-13.5615	9.37553
-31.3409	24.8107	-0.230246
22.9893	6.26213	-26.5436
-0.841727	-31.1053	6.51208
-29.5335	-42.6499	-5.43487
13.1746	-23.8233	24.2736
17.665	-5.46257	7.85302
18.4649	-14.0066	13.1918
16.2476	-11.1256	-27.9636
-14.4955	-9.57594	-20.163
-1.5963	13.5576	-6.86391
-9.81433	12.453	33.0457
9.84265	7.82426	4.80084
-6.69733	7.8805	2.35171
9.93275	-5.77514	2.06831
11.6188	15.2761	24.239
7.88373	-6.2183	28.9174
-11.9585	21.5641	12.1274
-22.1167	10.9119	-19.8218
-19.2149	22.0929	-29.683
-12.3133	22.3488	11.6656
14.9598	3.13905	-20.8455
-14.1663	10.5028	26.6295
15.823	13.2263	4.08746
-16.257	-18.9941	7.13487
16.6594	43.6977	-19.086
-13.0489	-7.75015	-22.2524
11.4339	15.5912	15.3002
19.8825	10.6609	-24.0528
12.5808	32.6383	16.8452
10.99	11.49	11.9536
-18.7399	-23.6605	-13.1136
-12.4392	10.2486	18.9631
-9.98043	-23.0134	-5.50962
11.2336	11.9364	-21.5199
-14.4602	-28.4098	-21.422
-6.57996	11.2269	-28.3276
-27.0019	-18.3511	13.2501
13.1891	11.6487	-20.5958
-9.17271	-20.2936	18.9298
23.5186	2.32582	42.9941
-7.92206	19.1951	23.286
16.6138	-3.71021	-5.57767
-9.42514	-10.8716	26.2117
11.2113	17.8777	-9.49808
4.42885	5.42822	-7.30451
23.017	8.80164	13.8624
-20.0662	5.79938	-5.88712
6.70542	-15.1827	13.2606
-24.5516	-20.7101	-7.23121
15.3599	-15.9468	7.10155
-15.2531	-20.218	23.5819
-11.2179	10.3194	25.3317
-12.9505	-15.3083	7.38476
10.3696	23.9812	-22.6447
15.2254	-26.4452	25.3701
-18.403	-19.2967	-5.11856
5.66235	-12.524	7.41851
8.18262	15.3021	18.7905
17.6017	11.8144	-13.1183
21.2077	25.0947	-29.8073
-27.1937	12.0629	-18.6147
20.3478	19.1975	-28.4932
-16.7969	-4.70852	-13.6566
21.0107	11.8162	9.23384
15.4694	24.8335	6.15367
-12.4709	14.8299	22.575
-13.9209	-16.8001	7.59502
17.6002	-21.6063	19.0253
10.2562	12.2454	-2.52952
18.9961	-5.95668	25.4721
17.2109	-41.617	8.73423
